title,romurbital,unidentified
skitakes,,
sturum,,
lyginos,,
potamou kastellon,,
piephigoi,,
markerota,,
souras,,
residina,,
ostaphos,,
oboulensioi,,
mediolanum,,
perburdava,,
probinou,,
subzupara,,
skariotasaloukra,,
tamonbari,,
sarmathon,,
quinto,,
padisara,,
nikomedeon,,
taurokomon,,
sanpeus,,
skatrina,,
syrmus,,
laikos pyrgos,,
presidio,,
pauli mandra,,
metallos,,
ager veientanus,,
regio i degli scavi archeologici di pompei,,
zdebren,,
thokyodis,,
zisnoudeba,,
tzonpolegon,,
urgum,,
tzoides,,
zositerson,,
therma,,
zemarkou,,
touroules,,
vicus oual(...),,
vicus saprisara,,
tou agiou ioulianou,,
terta,,
teesimonte,,
tonzos,,
vicus secundini,,
vicus narcissiani,,
touleous,,
vicus carporum,,
trissa,,
tirissa,,
tou agiou traianou,,
vicus pereprus,,
theodoropolis,,
to oukou,,
vicus tautiomosis,,
tirepsum,,
teuriskoi,,
vicus parsal(...),,
tou agiou theodorou,,
tres protomae,,
vicus agatapara,,
zygere,,
thera,,
tira,,
zaldapa,,
vicus (...)diano,,
tzitaetous,,
tibiska,,
zetnoukORtou,,
zigkyro,,
thrasarichou,,
tzasklis,,
vallis domitiana,,
zargidaua,,
timogritia,,
timum,,
theodoroupolis,,
zyrmis,,
tzyeidon,,
dabanegoris regio,,
necropoli etrusca di san germano (gavorrano,,
olivet d’en pujol,,
olivet de la pujada del delme,,
vil·la romana de torre llauder,,
villa romana de can llauder,,
forum traiani,,
forum ulpium,,
forum of trajan,,
arslantepe,,
arslantepe mound,,
kaisaran,,
house of augustus,,
domus augusti,,
casa di augusto,,
tall al-h?d?,,
qumasi,,
palatini apollinis templum,,
templum apollinis in palatio,,
pont'ezzu,,
römerbrucke niebla,,
alcántara roman bridge,,
alconétar bridge,,
puente romano sobre el río albarregas,,
mogil'nik pokrovka-4,,
khumara gorodishche,,
calanta,,
calantica,,
calantum,,
calanatia,,
barbarion pr.,,
cepresicum iugum,,
cappa,,
carmo,,
carmona,,
carruca,,
burdoga,,
carteia,,
calpe,,
karpessos,,
kalpia,,
karpeia,,
karpia,,
belleia,,
caepionis monu.,,
scipionis monu.,,
axati,,
callet,,
callenses aeneanici,,
callenses,,
canama,,
canania,,
baetis aestuaria,,
budua,,
balsa,,
baelo,,
belo,,
baldo,,
bardo,,
belon,,
ceret,,
xerez,,
caurium,,
caura,,
celtici,,
baedro,,
baeturia turdulorum,,
calpe m.,,
rock of gibraltar,,
kalpe,,
brutobriga,,
carula,,
besilus,,
baesuris,,
aesuris,,
esuris,,
celti,,
leptis,,
caspiana,,
baesippo,,
baeturia celtica,,
baetis,,
certis,,
perkes,,
baitis,,
baelo,,
castra caecilia,,
carbula,,
almodouar,,
almodovar del rio,,
augustobriga,,
barbesula,,
barbariana,,
bamaliana,,
caetobriga,,
bastouloi,,
poinoi,,
blastophoinikes,,
basilippo,,
barbesula,,
carissa,,
carisa,,
carissa aurelia,,
acueducto de san lázaro,,
chiesa di santa maria (devia),,
cilpe,,
lacilbula,,
curense litus,,
hasta,,
asta,,
col. hasta regia,,
ligystine,,
fodinae,,
contributa iulia ugultunia,,
hareni,,
glaukou akra,,
curiga,,
ebora,,
municipium ebora liberalitas iulia,,
évora,,
cilniana,,
gadeira,,
gades,,
col. augusta gaditana,,
urbs iulia gaditana,,
cadiz,,
herakleios porthmos,,
gaditanum fretum,,
tartessium fretum,,
europae fretum,,
hiberum fretum,,
hispanum fretum,,
collippo,,
herakleion,,
cetaria,,
emerita augusta,,
merida,,
cotinussa,,
gaditana,,
erisane,,
arsa,,
cornalvo dam,,
cuneus ager,,
cibilitani,,
contosolia,,
cimbii,,
detumo,,
evandriana,,
evandria,,
conobaria,,
colobana,,
freiria,,
eburobrittium,,
cuneus pr.,,
cabo de santa maria,,
fines,,
corduba,,
col. patricia,,
córdoba,,
cordoua,,
saguntia,,
singilia barba,,
singili barba,,
barla,,
turgaliensis regionis praefectura,,
tubucci,,
tabucci,,
tacubis,,
siarum,,
fortunale,,
sabora,,
tongobriga,,
tamusia,,
tartessos,,
tartessii,,
turgalium,,
rusticiana,,
rusticana,,
seria,,
salsum,,
guadaxox (ribera del guadaxox),,
río guadajoz,,
tagus,,
tajo,,
tágos,,
salacia imperatoria,,
salacia,,
municipium salaciense,,
scallabis,,
praesidium iulium,,
col. scallabitana,,
col. scalabitana,,
scalabis,,
segida,,
restituta iulia,,
urium,,
fluvius singilis,,
silicense,,
sellium,,
salduba,,
tagrus m.,,
sacer m.,,
ucubitanorum praefectura,,
tourmogon,,
turmulos,,
turobriga,,
salduba,,
saltum,,
saldo,,
municipium flavium salpensanum,,
salpensa,,
sala,,
segida,,
augurina,,
solia,,
ulia fidentia,,
ulia,,
saudo,,
sandone,,
turirecina,,
regina,,
col. civium romanorum regina,,
sacrum pr.,,
cape st. vincent,,
cabo de são vicente,,
turduli,,
saepo,,
serpa,,
serpa,,
sabetanum,,
house of n. popidius priscus,,
casa dei marmi,,
vii.2.20,,
ostippo,,
plagiaria,,
nescania,,
ponte da isna,,
ponte dos três concelhos,,
ponte de pedra da ribeira de isna,,
norba,,
colonia norbensis caesarinA,,
norba kaisareia,,
proserpina,,
oSSONOBA,,
onoba,,
onuba aestuaria,,
olbia,,
perceiana,,
promptiana,,
olbensis pagus,,
patulus portus,,
munda,,
municipium flavium v(...),,
onoba,,
oba,,
portus hannibalis,,
oleastrum l.,,
pedroche,,
munigua,,
nabrissa,,
lebrixa,,
nabrissa,,
oducia,,
phosphoros,,
lux dubia,,
iuno,,
dianae fanum,,
to phophorou ieron,,
munda,,
orippo,,
mirobriga,,
mirobriga turdulorum,,
olisipo,,
municipium olisipo felicitas iulia,,
lisboa,,
olontigi,,
regina,,
mirobriga,,
mirobriga celtica,,
municipium flavium mirobrigensium,,
munda,,
phornakis,,
naeva,,
cantillana,,
pax iulia,,
pax augusta,,
col. pacensis,,
ossonoba,,
faro,,
ossonoba,,
praesidium,,
ostur,,
obulcula,,
ocurri,,
ocuri,,
nertobriga concordia iulia,,
ostium fluminis anae,,
paisoula,,
osset,,
iulIA CONSTANTIA,,
maenuba,,
ilipa magna,,
ibylla,,
ilipa ilia,,
alcala del rio,,
ilipa,,
lucurgentum,,
moron,,
moron de la frontera,,
ligustinus lacus,,
marismas del guadalquivir,,
guadalquivir marshes,,
iulia myrtilis,,
myrtilis,,
río tinto,,
iberos potamos,,
luxia,,
lascutana turris,,
cabeça de los gazules,,
alcalá de los gazules,,
lascuta,,
ierabriga,,
lerabriga,,
iulia traducta,,
iulia ioza,,
tingentera,,
luaron akron,,
ilipoula,,
laelia,,
caelia,,
kallipous,,
kalipous,,
iunonis pr.,,
cape trafalgar,,
maenuba,,
metallum vipascense,,
vipasca,,
ilipula minor,,
ilipa,,
itucci,,
tucci,,
oulia,,
iptuci,,
lacunis,,
lacippo,,
kortikata,,
marmorarius pagus,,
irippo,,
serippo,,
lacca,,
londobris,,
iluro,,
lauro,,
municipium flavium irnitanum,,
irni,,
ipagrum,,
epagrum,,
aguilar de la frontera,,
lacipea,,
hispalis,,
col. romula,,
sevilla,,
hispalis,,
lacca,,
mellaria,,
mellaria,,
laccobriga,,
lacobriga,,
lacinimurg(ensis),,
lacinimurga,,
lacimurga,,
constantia iulia,,
iporca,,
matusarum,,
italica,,
italika,,
kalathousa,,
kalatha,,
kaldouba,,
magnum pr.,,
cabo da roca,,
cape roca,,
menestheus,,
iulipa,,
lauro,,
olaurum,,
metellinum,,
igaeditania,,
egitania,,
niebla,,
ilipoula,,
ilipla,,
lastigi,,
iunonis,,
mercablum,,
merifabion,,
malateca,,
herculis,,
lama,,
urgapA,,
brenes,,
villo,,
urgia,,
ugia,,
caesaris salutariensis,,
castrum iulium,,
vama,,
ventipo,,
vettones,,
ouettones,,
vicus camalocensis,,
río odiel,,
urius,,
çafra,,
zafra,,
urso,,
col. genetiva iulia,,
osuna,,
osuna,,
hispellum amphitheatre,,
crossroads enclosure,,
northwest orthostate enclosure,,
dorset cursus,,
esagila,,
san martino ai monti,,
lutibu,,
ekinu,,
poggio capalbiaccio,,
gallicus,,
usekerte,,
salauris oppidum,,
tononita,,
sarna civitas,,
sellus m.,,
stagnum toni,,
palus naccararum,,
pyrenae civitas,,
lebedontia civitas,,
callipolis,,
hylactes civitas,,
cassae herronesi,,
oleum,,
malodes,,
anystus,,
nobilis tyrichae,,
celebandicum iugum,,
hystica civitas,,
cypsela,,
mogil'nik ashpyl,,
karaues,,
sekaisa,,
belaiskom,,
uirouias,,
samala,,
louitiskos,,
arsaos,,
oskumken,,
orosi,,
ausesken,,
letaisama,,
kueliokos,,
unanbaate,,
belikiom,,
sekia,,
borneskon,,
karalus,,
iltukoite,,
masonsa,,
arkreturki,,
arketurki,,
ontikeS,,
kaiskata,,
eustibaikula-eusti,,
aeso,,
teitiakos,,
tirsos,,
alaun,,
tabaniu,,
nertobis,,
ekualakos,,
kaisesa,,
olkairun,,
arsakoson,,
iltirkesken,,
okalakom,,
areikoratikos,,
arekorata,,
tamaniu,,
titiakos,,
sesars,,
ikesankom,,
kaio,,
seteisken,,
titum,,
metuainum,,
tanusia,,
arkailikos,,
abariltur,,
oilanikos,,
sekisanos,,
bolskan,,
kolounioku,,
roturkon,,
lakine,,
laiesken,,
barskunes,,
baskunes,,
usamus,,
kese,,
bentian,,
sekobirikes,,
uarakos,,
ketef hinnom,,
ceresiago,,
biscargis,,
abuca,,
thabuca,,
alboNICA,,
beseda,,
caput arietis,,
aquaviva,,
damania,,
bega,,
bassi,,
bacasis,,
articabe,,
ennega,,
ennegenses,,
assone,,
bergidum,,
curnonium,,
cottion,,
begeda,,
belgeda,,
belikiom,,
atanagrum,,
bergovisa,,
berguisa,,
corbio,,
bissonum,,
clitis,,
bergium,,
ergaovia,,
ergavcia,,
erguti,,
tiacio,,
menosca,,
nemantourista,,
tantalio,,
morogi,,
theaua,,
ramingos,,
vesperies,,
leonica,,
tutela,,
vernemetis,,
vernantes,,
iologum,,
picio,,
veriginae,,
vereginae,,
osicerda,,
salam,,
lintibilis,,
trition touborikon,,
prisianum,,
herobenno,,
vorocingus,,
tres villae,,
sataialo,,
oudoura,,
kinna,,
veniaeses,,
vennenses,,
maricio,,
tolobi,,
gabalaika,,
tarraga,,
tarraca,,
mouskaria,,
scissis,,
sessio,,
octavianus ager,,
mutudurum,,
terciniaco,,
gergium,,
tiar iulia,,
mediolon,,
ad aras,,
abelterium,,
arunda,,
roman temple at the bridge of alcántara,,
arva,,
acinippo,,
anatolikon stoma,,
ad septem aras,,
aritium,,
aritium oppidum vetus,,
asido,,
asido caesarina,,
aritium praetorium,,
ad rubras,,
anas,,
samus,,
ammaia,,
municipium ammaiense,,
adrus,,
aquabona,,
abona,,
equabona,,
astigi,,
col. augusta firma,,
ecija,,
écija,,
astygis,,
arandis,,
aranni,,
ad portum,,
gaditanus portus,,
menestheos limen,,
ad pontem,,
arcos,,
aphrodisias,,
erythea,,
iunonis,,
casas de don antonio,,
ad sorores,,
aipora,,
ebora,,
artigi,,
ad herculem,,
albus portus,,
ad decumum,,
arucci,,
constantina,,
massaka,,
masoga,,
massaga,,
pagala,,
pegadai,,
ouandabanda,,
maroae,,
orumcolae,,
korandakaloi,,
phrynoi,,
phuni,,
mousikanoi,,
mandaei,,
monaedes,,
maghas,,
oratae,,
ora,,
hora,,
magon,,
marakanda,,
maracanda,,
samarqand,,
samarkand,,
nagara,,
dionysopolis,,
parenos,,
palibothra,,
palimbothra,,
oromenus m.,,
maroundai,,
molindae,,
mitras,,
ottorokorai,,
hyperboraei,,
attacori,,
mauryas,,
pentapolis,,
oxus,,
araxes,,
baktros,,
oxos,,
?m?dary?,,
amu darya,,
pasirae,,
parsidai,,
parsirai,,
nautaka,,
mallus m.,,
maiandros,,
oidanes,,
diardines,,
mazagae,,
mazi,,
ozoana,,
ouindion m.,,
lymodus m.,,
m?lavas,,
maleus,,
nysaioi,,
minnagara,,
ouarsa,,
orza,,
ozene,,
ozoamis,,
mega stoma,,
odonbaeorae,,
mais,,
elymaide,,
mophis,,
maltecorae,,
nareae,,
oxeiane limne,,
patala,,
minnagar,,
theophila,,
binagara,,
patalete,,
patauitanus portus,,
persakra,,
malamantos,,
malli,,
nikaia,,
parsyetai,,
pertalis,,
mesae,,
patalene,,
patala,,
patale,,
patalii,,
oxymatis,,
ichamati river,,
meros m.,,
liseus m.,,
nysus m.,,
oxydrakai,,
sydrakai,,
hydrakai,,
sodroi,,
sydroi,,
pauravas,,
ouxenton,,
methora,,
modoura,,
methorgum,,
methorcum,,
mathur?,,
peukelaotis,,
kaspatyros,,
kaspeira,,
spatura,,
peucolitae,,
peukolaitis,,
parsyetai,,
malloi,,
malana,,
balaio pr.,,
male pr.,,
maleus m.,,
ras malan,,
oaxus l.,,
zorkul,,
sarikol,,
ossadioi,,
massanioi,,
phyllitai,,
paktyike,,
kaspiraioi,,
masianoi,,
mactocalingae,,
paropamisadai,,
parapinae,,
paroparsisiani,,
paropámisos,,
caucasus m.,,
parnassos m.,,
paropanisadai m.,,
naagramma,,
madyandinoi,,
oreitae,,
nearti,,
aboritae,,
abortae,,
noritae,,
oreitidoi,,
oroi,,
massagetai,,
polytimetos,,
polytimetos,,
pakidare,,
oscobares,,
mosarna,,
sporades,,
pri?n?,,
lince,,
syrie,,
schoenus sinus,,
trogilion pr.,,
trogilion,,
trongylion akron,,
troyilios akra,,
trogilia (ora),,
dip burnu,,
thasthara,,
ayd?n,,
ayd?n,,
güzel ?i?ar-i ayd?n,,
ayd?n güzel ?i?ar,,
güzelhisar,,
tralles,,
dia,,
seleuceia ad maeandrum,,
kaisareia,,
syangela,,
samos,,
thera,,
selinousia l.,,
termera,,
thera,,
santorini,,
theangela,,
theangela,,
tragia,,
trogiliai,,
schinoussa,,
bay?r,,
syrna,,
syrnos,,
pramnos,,
stadia,,
rheneia,,
rh?neia,,
rhenea,,
telendos,,
therasia,,
thirasía,,
tendeba,,
solmissos,,
pyrra,,
syrnos,,
xystis,,
thyaira,,
skanderion pr.,,
thorax,,
thia,,
poseidon,,
pyrnos,,
sounion pr.,,
sibde,,
side,,
therasia,,
rhodoussa,,
ropousa,,
telmissos,,
rheneia,,
telos,,
zephyrion,,
therma,,
asklepieis,,
thyssanous,,
taramptos,,
salih adasi,,
poseidon,,
skolopoeis,,
skopias pr.,,
poseidon pr.,,
teichioussa,,
tymnos,,
thymnias sinus,,
thermai,,
telos,,
sinuri,,
syme,,
prion,,
stena,,
selinous,,
triopion pr.,,
termerion pr.,,
thebai,,
samos,,
sámos,,
thera,,
triopion,,
seskli,,
teutloussa,,
stratonikeia,,
stratoníkeia,,
pserimos,,
syme,,
syme,,
nisos symi,,
tlos,,
gelos,,
regio vii degli scavi archeologici di pompei,,
mastaura,,
kos,,
kos meropis,,
be?parmak da??,,
latmos,,
kenios,,
labraunda,,
lethaios,,
lobolda,,
korakion,,
keria,,
nisída kéros,,
larisa,,
laketer pr.,,
lakter pr.,,
kerkaphos,,
koressos,,
koresos,,
tracheia m.,,
leros,,
latmos,,
lide,,
marnas,,
leros,,
koliorga,,
kymnissa,,
makria pr.,,
maiandros,,
maiandroupolis,,
messogis m.,,
mesogis m.,,
lebinthos,,
orobis,,
lébitha,,
lebinthus,,
kedreai,,
kildara,,
kys,,
kanebion,,
palaiapolis,,
kinaros,,
kenchrios,,
mersin alan? mahallesi,,
kisik,,
lebedos,,
ptolemais,,
magn?sía h? asian?,,
magn?sía epì maiándr?,,
magnesia ad maeandrum,,
leukophrys,,
meter theon,,
makris,,
kynossema pr.,,
klaros,,
leimon,,
koraia,,
loryma,,
lepsimandos,,
lepsimanioi,,
kybersos,,
klaseas,,
mikra thalassa,,
maeander,,
lepsia,,
kYNTHOS,,
kindye,,
leia,,
lea,,
melas,,
melie,,
karion,,
kynthos,,
kyllandos,,
lepsia,,
millawa(n)da,,
miletus,,
milet,,
palatia,,
amtal?n,,
balat,,
balat,,
miletos,,
mil?tos,,
am?alin,,
miléisioi,,
madnasa,,
kleimaka,,
lagina,,
kerketeus,,
kerameios,,
doridis sinus,,
ceramicus sinus,,
melanteioi skopeloi,,
marathesion,,
korsiai,,
marpessa,,
kressa,,
kretikos sinus,,
marsyas,,
litus leuca,,
korsiai,,
pacheia,,
melantioi petrai,,
larymna,,
keramos,,
ceramus,,
lade,,
karyanda neapolis,,
karyanda,,
kallipolis,,
europos,,
euromos,,
philippoi,,
hyromos,,
kyromos,,
heraion,,
?eraio samou,,
hygassos,,
drekanon,,
kastabos,,
hemithea,,
kadyie,,
halicarnassus,,
bodrum,,
halikarnassos,,
halicarnassos,,
hymos,,
eirmos,,
harpasa,,
gaison,,
drios,,
hyetousa,,
hyetoessa,,
heraclea ad latmum,,
pleistarcheia,,
herakleia he upo latmo,,
euthenai,,
kalydnioi,,
karyanda,,
krousa,,
ionopolitikos,,
latmikos sinus,,
glauke,,
kantharion pr.,,
ikaros,,
ikaria,,
icaria,,
kalymna,,
hippouris,,
daml?bo?az,,
hydai,,
kydai,,
eleusinioi theoi,,
eleusis,,
hybanda,,
hybanda,,
hierakome,,
t. hekate,,
karyanda,,
idyma,,
gyroulas,,
ioniapolis,,
elytas,,
horomedon,,
idrias,,
edrias,,
ios,,
eileithyaia,,
hydissos,,
hiera,,
automate,,
ephesus,,
arsinoeia,,
arsinoe,,
aya solu?,,
aya s?olu?,,
aya soluq,,
ay?sul?k,,
ay? sul?k,,
arsino?,,
efes,,
ufs?s,,
selçuk,,
apaša,,
apasa,,
?fss,,
ayasoluk,,
afs?s,,
ephesus,,
ephesos,,
imbrasos,,
karpathion mare,,
grion,,
ikarion mare,,
icarium mare,,
heudonos,,
eudonos,,
hydas,,
hylas,,
elaioussa,,
ios,,
gerga,,
leukai stelai,,
gergakome,,
iasos,,
histoi,,
herakleion,,
euhippe,,
harpasos,,
plati,,
kalinos,,
kasara,,
hyllarima,,
iasikos,,
iasios,,
bargylietikos sinus,,
halasarna,,
gallesion,,
alaman dag?i,,
istros,,
hales,,
hylimos,,
olymos,,
kasossos,,
kallipolis,,
????????,,
heraclia,,
herakleia,,
hydria,,
pyramid of menkaure,,
saghmosavank,,
tuficani,,
mobolla,,
panormos,,
ortygia,,
phoinix,,
polichne,,
panormos,,
naxos,,
poseidon phytalmios,,
pele,,
poseidion pr.,,
naxiakos sinus,,
oinoe,,
panormos,,
narthekis,,
oula,,
panormos,,
minoa,,
phyxia,,
pargasa,,
bargasa,,
nikasiai,,
passala,,
mykonos,,
palaiapolis,,
mýndos,,
phora,,
pladasa,,
pisý?,,
pitye,,
phoinix,,
mylasa,,
palinouros pr.,,
patmos,,
nestos,,
nisyros,,
nisi nisyros,,
phýskos,,
paros,,
patmos,,
panormos,,
mylasa,,
nisyros,,
paros,,
phygela,,
pygela,,
myous,,
paktyes,,
panaima,,
mycale,,
mycale,,
dilek dagi,,
samsun dagi,,
panamara,,
palaia myndos,,
palaemyndus,,
myonnesos,,
parparia,,
phorbia pr.,,
phorbia,,
nisyrion,,
pidasa,,
pedasa,,
pedasum,,
mykonos,,
myconus,,
panormos,,
nysa,,
athymbra,,
pedasa,,
orthosia,,
ouranion,,
pandion collis,,
paridon,,
morsynos,,
pegaseum stagnum,,
neapolis,,
aurelia neapolis,,
panormos,,
naxia,,
panormos,,
naulochos,,
kovala liman?,,
mavi?ehir,,
panormos,,
oia,,
naxos,,
naxios,,
naxus,,
nísos náxos,,
peion,,
pion,,
prion m.,,
lepre akte,,
panionion,,
myrsineai,,
pharmakousa,,
onougnathos pr.,,
pano koufonisi,,
kato koufonisi,,
phakoussai,,
polypodousa,,
palamutbükü adas?,,
antimachia,,
amnista,,
aigiale,,
apeiros,,
akrite,,
anydros,,
amazonion pr.,,
anokome,,
amyzon,,
mydon,,
anineta,,
amos,,
amorgos,,
anaphe,,
amynanda,,
acharaka,,
ampelos pr.,,
ampelos,,
anaphe,,
anaia,,
kadikalesi,,
ampelos,,
almoura,,
alabanda,,
antiocheia chrysaoron,,
alinda,,
alexandria ad latmum,,
triopium,,
basilicus sinus,,
apollo lepsios,,
aulon,,
delos,,
diabetai,,
diabatae,,
asklepieion,,
apollonion,,
bargasa,,
caria,,
chesios,,
artemision,,
artemis tauropolos,,
chrysaoras,,
aspis,,
arkonnesos,,
dia,,
delion,,
chalketor,,
archilocheion,,
apollo asgelatos,,
bourina,,
astypalaia,,
bybassos,,
chrysaoris,,
artemis parthenos,,
batinetis,,
argiai,,
astypalaia,,
isthmos,,
k?s,,
ko?s,,
cos,,
colophon,,
colophon ad mare,,
notion,,
donousa,,
cordylusa,,
astypalaia pr.,,
aulai,,
arethousa,,
cnidus,,
tekir,,
astragon,,
arkonnesos,,
kara ada,,
aroma,,
cnidus,,
burgaz,,
palaia knidos,,
alt-knidos,,
drakanon pr.,,
astypalaia,,
dioshieron,,
athena poliouchos,,
arkesine,,
boneita,,
aphrodisias pr.,,
argos,,
athena,,
astypalaia,,
astypalaea,,
bubasius sinus,,
colophon,,
drakanon,,
didim,,
didyma,,
branchidai,,
justinianopolis,,
araiai,,
arai,,
apollo,,
bargylia,,
varv?l,,
asia,,
chelone pr.,,
cedreaticum sinus,,
delos,,
delus,,
chersonesos,,
bozburun peninsula,,
bozburun yarimadasi,,
daracya yarimadasi,,
ascania,,
apollo,,
dideiphyta,,
syros,,
syros,,
rhodos,,
eski rodos,,
r?dis,,
r?dus,,
rhodos,,
ródos,,
rhaukos,,
tanos,,
poseidon,,
sikinos,,
potidaion,,
karpathou ktoina,,
tylisos,,
tu-ri-so,,
praisos,,
hagia marina,,
sikinos,,
sisaioi,,
poseidon porthmios,,
tallaion antron,,
rhodos,,
rhodus,,
rhodes,,
syros,,
polichna,,
sounion pr.,,
schedia sinus,,
psakon pr.,,
tretos,,
agria gramvousa,,
pyktos,,
thermydon sinus,,
zephyrion pr.,,
theren,,
zeus atabyrios,,
pyloros,,
cape sideros,,
kabo sidero,,
sammonion pr.,,
samonion pr.,,
waxos,,
axos,,
akso,,
oaxos,,
triton,,
saros,,
soulia,,
polichna,,
trypitos,,
thoantion pr.,,
seriphos,,
polyaigos,,
theai kai nymphai,,
pyranthos,,
sybrita,,
psycheion,,
stalai,,
psycheion pr.,,
pyrra,,
nisída ágioi pántes,,
tenos,,
tinos,,
tenos,,
polyrrenia,,
polyrrhenioi,,
sedamnos,,
tityros pr.,,
saros,,
zagora,,
thoanteion pr.,,
tenos,,
tinos,,
rhonkchon,,
syrinthos,,
síphnos,,
meropia,,
acis,,
siphnus,,
nisi sifnos,,
potamos,,
rhithymna,,
arsinoe,,
resmo,,
tallaia,,
prepesinthos,,
despotiko,,
prepesinthus,,
setaea,,
etis,,
pontoreia,,
porthmos sinus,,
skyllion m.,,
skylion m.,,
seriphos,,
nísos sérifos,,
seriphus,,
priansos,,
rhittenia,,
rhizenia,,
pothereus,,
kastron,,
kastro,,
siphnos,,
siphnos,,
syia,,
rhytion,,
rhytiassos,,
rhamnous limen,,
tarra,,
zeus diktaios,,
eleia,,
zeus thenatas,,
dholavira: a harappan city,,
astomi,,
bargysoi,,
choes,,
byltai,,
bolitai,,
aristobathra,,
orobatis,,
batankaisara,,
cyropolis,,
kyra,,
cyreschata,,
colobae,,
comedus m.,,
caumestes m.,,
barygazon kolpos,,
barygazenos kolpos,,
assakanoi,,
asmagi,,
assoi,,
assakia,,
arigaion,,
acadira,,
ariani,,
automula,,
chrisobora,,
kleisobora,,
casuagus,,
kossoanos,,
barbarikon,,
asthala,,
solis,,
karmina,,
karnine,,
nosala,,
nympharum cubile,,
capisa,,
caphisa,,
?rjun?yanas,,
aspasioi,,
hypasioi,,
bibakta,,
bibaga,,
charmae,,
daradrai,,
dadikai,,
dardae,,
dardaneis,,
datichai,,
baitia,,
barakes kolpos,,
kanthikos kolpos,,
chirotosagi,,
kirradai,,
cirrabe indi,,
kirradia,,
korouda,,
piladai,,
sciratae,,
thalutae,,
choaspes,,
gouraios,,
garoias,,
parospus,,
barake,,
bolingae,,
bagoon,,
dari,,
butae,,
asigramma,,
arsagalitae,,
orsaei,,
boukephala,,
boos kephalai,,
bucephala,,
alexandreia boukephala,,
bagisara,,
chatriaioi,,
dargoidos,,
chaarene,,
arana,,
rhana,,
bandobene,,
peukelaotis,,
dargamanes,,
chaurana,,
bactrus,,
zariaspis,,
ascatancas,,
lashkargah,,
bost,,
bigis,,
bestia desolata,,
parabeste,,
biyt,,
attakenoi,,
dyrta,,
chrysoun stoma,,
capisene,,
barygaza,,
bargose,,
bazira,,
beira,,
bi??r-kot?-ghwan?d?ai,,
asthagoura,,
caesi,,
cainnas,,
ariake,,
larike,,
astakenoi,,
sattagydai,,
aspagani,,
tatakene,,
bepyron,,
dosara,,
capitalia,,
dymos,,
astrybai,,
sarabodis villa,,
sarresdorf,,
santa maria in legarano,,
apokopa,,
abii,,
arachosia,,
arachotos,,
antibolei,,
arachosia,,
arachotoi,,
arachosii,,
rachousoi,,
abiria,,
abali,,
aparytai,,
adisdara,,
arachotos krene,,
aninacha,,
agoranis,,
alexandrou limen,,
portus macedonum,,
abies,,
barbara,,
barce,,
biblon,,
paricea,,
xylinepolis,,
andomatis,,
arachosiorum oppidum,,
alexandria,,
arachosia,,
arachotos,,
demetrias,,
agazaca,,
gazaca,,
?azn?n,,
?azni,,
?azn?,,
?azna,,
adrestae,,
andri,,
adri,,
arbita m.,,
arbitani m.,,
acutri,,
agalasseis,,
agensonae,,
gesonae,,
aganagara,,
alexandria,,
rhambakia,,
alexandropolis,,
arbis,,
adamas,,
amystis,,
akesinos,,
sandabal,,
cantaba,,
alexandria eschate,,
cyreschata,,
abastanoi,,
sambastai,,
megallae,,
sabarcae,,
sabbas,,
sabou,,
subagrae,,
alexandria,,
bagram,,
alexandreia pròs kaukás?i,,
aornos,,
aornis,,
arabitai,,
aribae,,
arbae,,
arbies,,
abritai,,
terabdoi,,
abisareis,,
arabis,,
arbius,,
arbis,,
barbarus,,
chariphou,,
arbius,,
alexandria,,
alexandropolis,,
cufis,,
qandahar,,
alexandropolis,,
arach?sia,,
kand?h?r,,
alexandreia en arach?sia,,
alexandreia en arach?sia,,
qandah?r,,
kandah?r,,
alexandreia,,
qandah?r,,
aberia,,
regio vii,,
ciota ciara,,
vignale,,
eridanos,,
tumulo del molinello,,
porta metronia,,
porta portese,,
porta portuensis,,
toprakkala,,
toprak-kala,,
tuproq qal'a,,
doulon polis,,
goryaia,,
gouraioi,,
gaza,,
kathaioi,,
xathroi,,
catheani,,
mathai,,
kondochates,,
indus,,
sinthos,,
phison,,
sindus,,
sygoton,,
indabara,,
erymandros,,
cymander,,
ebimaris,,
etymandros,,
ethymantus,,
euas(...),,
indoskythia,,
eragassa,,
kophen,,
k?ph?n,,
ortospana,,
k?vul,,
?aman hez?r?,,
caman-hazuri,,
kaboura,,
ortaspana,,
k?bol,,
k?b?l,,
kabul,,
k?bul,,
k?bul,,
chaman-i ?az??r?,,
katadoupe,,
gynaikon limen,,
morontobara,,
k???,,
komedai,,
lambatai,,
ambautai,,
kalama kolpos,,
kamigara,,
camagora,,
gangaridae,,
gandaridai,,
lonibarai stoma,,
kindia,,
gange,,
hydaspes,,
bidaspes,,
idaspes,,
kambouson stoma,,
gallitalutae,,
kakouthis,,
eirinon,,
kommenases,,
focari,,
tochari,,
thocari,,
eiron,,
hydra?t?s,,
arouadis,,
porrus,,
hyár?tis,,
kognabanda,,
gandaris,,
gandaritis,,
kambistholoi,,
kelydna,,
ganges,,
padus,,
phison,,
alibotra,,
hemodos,,
imaus,,
caucasus m.,,
emodus m.,,
hemoda m.,,
emoda m.,,
imaikos m.,,
lamnus m.,,
tauros m.,,
hemoda,,
emodon oros,,
kanthi,,
kanogiza,,
kanagora,,
heorta,,
eorta,,
sageda,,
